epoch,lr,loss_train,loss_val,fbeta_0.10,fbeta_0.12,fbeta_0.14,fbeta_0.16,fbeta_0.18,fbeta_0.20,fbeta_0.22,fbeta_0.24,fbeta_0.26,fbeta_0.28,fbeta_0.30,fbeta_0.32,fbeta_0.34,fbeta_0.36,fbeta_0.38,fbeta_0.40,fbeta_0.42,fbeta_0.44,fbeta_0.46,fbeta_0.48,fbeta_0.50,fbeta_0.52,fbeta_0.54,fbeta_0.56,fbeta_0.58,fbeta_0.60,fbeta_0.62,fbeta_0.64,fbeta_0.66,fbeta_0.68,fbeta_0.70,fbeta_0.72,fbeta_0.74,fbeta_0.76,fbeta_0.78,fbeta_0.80,fbeta_0.82,fbeta_0.84,fbeta_0.86,fbeta_0.88,fbeta_0.90,fbeta_0.92,fbeta_0.94,fbeta_0.96,fbeta_0.98,accuracy
11,3e-05,1.0540504307709924,0.7624302705128988,0.2175871729850769,0.2191752195358276,0.220657005906105,0.2220765501260757,0.2239344120025634,0.2256520837545395,0.2273653149604797,0.229250967502594,0.2310870885848999,0.2331545352935791,0.2351747453212738,0.2373142093420028,0.23943991959095,0.2415056079626083,0.2437825500965118,0.246332585811615,0.2493793219327926,0.2527897655963897,0.2563678026199341,0.2601154744625091,0.2639831006526947,0.2679552733898163,0.2722459733486175,0.2766855955123901,0.2811897397041321,0.2857685089111328,0.2904798984527588,0.2955380380153656,0.3010338544845581,0.3070574402809143,0.3135794401168823,0.3207195699214935,0.328374445438385,0.3363829553127289,0.3453607559204101,0.3555294275283813,0.3667233288288116,0.3797295391559601,0.3938905596733093,0.4087680876255035,0.42338627576828,0.435252696275711,0.4397440254688263,0.4288930594921112,0.3369208872318268,0.6744935332571347
12,3e-05,1.046752498593441,0.6413828933921953,0.2247536927461624,0.2267977893352508,0.2290911078453064,0.2318231016397476,0.2348148673772812,0.2379013299942016,0.2410411834716797,0.2442211210727691,0.2474510073661804,0.2508105635643005,0.2542083263397217,0.2575469315052032,0.2611561417579651,0.2647885084152221,0.2685979008674621,0.2723109126091003,0.2763975858688354,0.2806273698806762,0.2850238382816314,0.2896160185337066,0.2943523228168487,0.2992921769618988,0.3045226037502289,0.3100183010101318,0.3155744671821594,0.3211544156074524,0.3268691897392273,0.3327913284301758,0.3390077650547027,0.3460101783275604,0.3532437682151794,0.3612293004989624,0.3699887692928314,0.3795728683471679,0.3904944956302643,0.4022301435470581,0.4151180982589721,0.4278793036937713,0.4402447044849396,0.4519980251789093,0.4602170586585998,0.4637432396411896,0.4569535851478576,0.4116916358470917,0.2740357518196106,0.7284826534259534
13,3e-05,1.0316799685012463,0.5820506317541003,0.2248293459415435,0.2297396212816238,0.2349903732538223,0.2398098260164261,0.2449316680431366,0.2506456077098846,0.2567921578884125,0.2629474699497223,0.269142210483551,0.2755455374717712,0.2819626629352569,0.2883661389350891,0.2950294315814972,0.3015299439430237,0.3080887198448181,0.3143924474716186,0.3207363188266754,0.3274856209754944,0.3346080780029297,0.3420046865940094,0.3501176834106445,0.3584643602371216,0.3667706251144409,0.3750255107879638,0.3833203017711639,0.3905960023403168,0.3974719941616058,0.4040944576263428,0.4107493758201599,0.4171679019927978,0.4252305626869201,0.4350484311580658,0.4459879696369171,0.4578141570091247,0.469156950712204,0.4787041246891022,0.4852219223976135,0.4866962432861328,0.4832795560359955,0.4779034852981567,0.4702926874160766,0.4490229189395904,0.405593067407608,0.3282008171081543,0.2265110909938812,0.8053425528615702
14,3e-05,0.9980107550473176,0.5842562510321537,0.2204439789056778,0.2219971418380737,0.2235623896121978,0.2253711223602295,0.2275997102260589,0.2300261259078979,0.2325086891651153,0.2352665811777115,0.2382662445306778,0.2414633780717849,0.2449283301830291,0.2489879429340362,0.2535692155361175,0.258635550737381,0.2638430297374725,0.2692990005016327,0.2748836576938629,0.280765563249588,0.2867586016654968,0.2929690480232239,0.2995592653751373,0.3067168593406677,0.3139116466045379,0.3217033147811889,0.330304354429245,0.3396913111209869,0.3496598899364471,0.3599532544612884,0.3709621727466583,0.3833610713481903,0.3959586024284363,0.4092701971530914,0.4238376319408417,0.4394712150096893,0.4541107714176178,0.4689740538597107,0.4835851192474365,0.4967174530029297,0.5067141056060791,0.5091729164123535,0.5040708780288696,0.4912244081497192,0.461930364370346,0.3922487497329712,0.2524433135986328,0.7342477937454971
15,3e-05,0.9782598545384962,0.8055166324290136,0.221827819943428,0.2226569652557373,0.2236241102218628,0.2246768921613693,0.2258125990629196,0.2269791811704635,0.2281295210123062,0.2292987406253814,0.2304631918668747,0.231645867228508,0.2328785210847854,0.2341234982013702,0.2354214191436767,0.2367323189973831,0.2381158769130706,0.2395413070917129,0.2410464882850647,0.2426055520772934,0.2442526817321777,0.2459383606910705,0.2476486265659332,0.2494086772203445,0.2514257133007049,0.2536291182041168,0.2561151087284088,0.2588476836681366,0.2617838084697723,0.2648758888244629,0.2680297493934631,0.2716333270072937,0.2757217288017273,0.280389666557312,0.2856205403804779,0.2916861772537231,0.2998341023921966,0.3097884953022003,0.3220852613449096,0.3378972113132477,0.3574684262275696,0.3826236426830292,0.4179635941982269,0.4597970843315124,0.503686249256134,0.5354994535446167,0.4394621849060058,0.6367840136655407
16,3e-05,0.9656537664953128,0.552952468705674,0.2433203011751175,0.250043511390686,0.256570816040039,0.2627561390399933,0.268955260515213,0.2753989398479461,0.2822377383708954,0.2893039286136627,0.2962578237056732,0.3030117154121399,0.3096514642238617,0.3161384165287018,0.3227269649505615,0.3287971019744873,0.3348205983638763,0.3403694331645965,0.3459011912345886,0.3517080545425415,0.3580229580402374,0.3644963502883911,0.3716776371002197,0.3790959119796753,0.3868391513824463,0.3953578770160675,0.4040140211582184,0.4128978252410888,0.4212097227573395,0.4287702739238739,0.4361798763275146,0.4443829357624054,0.4533694982528686,0.4619866907596588,0.4705892503261566,0.4799980521202087,0.4885725677013397,0.4961936175823211,0.504335880279541,0.5107528567314148,0.5147451758384705,0.5162312388420105,0.5156399011611938,0.5119351744651794,0.4978399872779846,0.4559720158576965,0.3297472596168518,0.8192933265592665
17,3e-05,0.9413804296375246,0.5286393826827407,0.2342229634523391,0.2399377524852752,0.2456243634223938,0.2512702047824859,0.2573067545890808,0.2633035778999328,0.269103080034256,0.2749027907848358,0.2807835340499878,0.2866747677326202,0.2923280000686645,0.2981318831443786,0.3039073050022125,0.3095026910305023,0.3151494562625885,0.321063369512558,0.3270938098430633,0.3330995142459869,0.3391568660736084,0.3453587293624878,0.3518750965595245,0.3583796620368957,0.3652558624744415,0.3724160194396972,0.3806145489215851,0.3897039294242859,0.3995696306228637,0.4099217355251312,0.4205588400363922,0.4312301278114319,0.4416581094264984,0.4519526362419128,0.4628994464874267,0.4751456975936889,0.4883899986743927,0.5022594928741455,0.5168612599372864,0.532889187335968,0.5450087189674377,0.549197256565094,0.5411248207092285,0.5160842537879944,0.4666318893432617,0.3769937753677368,0.1927175521850586,0.7916341046075821
18,3e-05,0.9123996463856956,0.6063516878833374,0.2240446507930755,0.2267945706844329,0.2300324440002441,0.2336280941963195,0.2373005300760269,0.2409952580928802,0.2444899231195449,0.2484337389469146,0.2527247965335846,0.2571570873260498,0.2615607678890228,0.2660658955574035,0.2709043025970459,0.2760771214962005,0.2812786996364593,0.2863071262836456,0.2913464605808258,0.2964120805263519,0.3014242649078369,0.3068465888500213,0.3124147653579712,0.3180068731307983,0.3237335085868835,0.3295770585536957,0.3356135189533233,0.3416963219642639,0.3481197953224182,0.3550289571285248,0.3625828921794891,0.3701531291007995,0.3784312307834625,0.387142151594162,0.3969417214393616,0.4076400101184845,0.4191720485687256,0.4316607415676117,0.4465267658233642,0.4615141451358795,0.4778893589973449,0.4985666275024414,0.5170848369598389,0.5301935076713562,0.5358517169952393,0.5248907804489136,0.419449895620346,0.748332948092071
19,3e-05,0.9276665532311728,0.5164733566343784,0.2375231236219406,0.2437343299388885,0.2499027550220489,0.2558638155460357,0.2616676390171051,0.2674401998519897,0.2731180787086487,0.2790099680423736,0.2848287522792816,0.2903178036212921,0.2955330610275268,0.300603836774826,0.3059732019901275,0.3115188777446747,0.316951185464859,0.3223949670791626,0.3284627497196197,0.3349535167217254,0.3414725363254547,0.3480961322784424,0.3550163507461548,0.3623912632465362,0.3708703517913818,0.3799151182174682,0.3893586695194244,0.3990614116191864,0.4091096222400665,0.4196034371852875,0.4311411082744598,0.4428991675376892,0.454117089509964,0.4655951261520386,0.4772464334964752,0.4896575510501861,0.5031466484069824,0.5175535678863525,0.5323851108551025,0.5435725450515747,0.5485021471977234,0.5490972399711609,0.5416632890701294,0.50885009765625,0.4502689838409424,0.3388505578041076,0.1650457829236984,0.7960247929304076
20,3e-05,0.9162190547285154,0.5275494158267975,0.239725649356842,0.2468548119068145,0.2534254193305969,0.2593866288661957,0.265447199344635,0.2717777490615845,0.2782634496688843,0.2844721972942352,0.2906446456909179,0.2968764901161194,0.3036491572856903,0.3106476664543152,0.3176136016845703,0.324673444032669,0.331661581993103,0.3388185799121856,0.3455979526042938,0.3526062965393066,0.3598555326461792,0.3672557473182678,0.3748670220375061,0.3830300569534302,0.3913845419883728,0.4001784324645996,0.4088545441627502,0.4182501435279846,0.4273792505264282,0.435674101114273,0.4437784254550934,0.4517736434936523,0.4601399302482605,0.4685747623443603,0.477675050497055,0.4865666627883911,0.4954576790332794,0.5049583315849304,0.5145093202590942,0.524416983127594,0.5337976217269897,0.5401236414909363,0.5446327328681946,0.5419077277183533,0.5234285593032837,0.4671976864337921,0.3052481412887573,0.8114242861884925
21,3e-05,0.9131327345389728,0.5415389561094344,0.2502714395523071,0.2573441863059997,0.2643027305603027,0.2714299261569977,0.2783467769622803,0.2853414118289947,0.2923363745212555,0.2987484931945801,0.3046325147151947,0.3103708922863006,0.3164617717266083,0.3223571479320526,0.3286011517047882,0.3348388075828552,0.3409935534000397,0.3473446369171142,0.3538711071014404,0.3603003621101379,0.366998553276062,0.3739584386348724,0.3813042044639587,0.3879526555538177,0.3951401710510254,0.4026176333427429,0.4097195863723755,0.4171359837055206,0.4241886734962463,0.4312827289104461,0.4395278096199035,0.4484937191009521,0.457355797290802,0.4656667113304138,0.4736747741699219,0.4820351004600525,0.4901847243309021,0.4976593554019928,0.5046932101249695,0.5127518177032471,0.519686222076416,0.5258967876434326,0.5317080020904541,0.5309506058692932,0.522282600402832,0.4875597059726715,0.3716592192649841,0.8265376967747678
22,3e-05,0.8941869338353475,0.571187648922205,0.2430543899536132,0.2499032020568847,0.2565614879131317,0.2629594802856445,0.2689173519611358,0.2751585245132446,0.2812430262565613,0.2871877551078796,0.2928979396820068,0.2981394827365875,0.3028042614459991,0.3070238828659057,0.3112462162971496,0.31605264544487,0.3210595846176147,0.326214998960495,0.3313919305801391,0.3365605771541595,0.3419314920902252,0.3477725982666015,0.3539487421512604,0.3601930737495422,0.3664929866790771,0.3727662265300751,0.3790211379528045,0.3855101764202118,0.3920091986656189,0.3986773788928985,0.4050987064838409,0.4116016924381256,0.4182601273059845,0.4250271618366241,0.4318951964378357,0.4389599561691284,0.446700781583786,0.4556222558021545,0.4656365513801574,0.4767748713493347,0.4883488714694977,0.4977709650993347,0.5105754733085632,0.521868109703064,0.5271696448326111,0.5116789937019348,0.4486207067966461,0.799786427651015
23,3e-05,0.8854394513507222,0.5690733150889477,0.2617373168468475,0.2684046030044555,0.2750392556190491,0.2817834019660949,0.2883917987346649,0.2942377924919128,0.2997080683708191,0.3050078451633453,0.3100587427616119,0.3153463900089264,0.3207919001579284,0.3263251483440399,0.3316219747066498,0.3369868993759155,0.3423793613910675,0.3476142883300781,0.3525205552577972,0.3574986159801483,0.3623688817024231,0.3669025897979736,0.371209979057312,0.3754779696464538,0.3798444271087646,0.3843569457530975,0.3893359005451202,0.3944420218467712,0.3995343148708343,0.4046803712844848,0.4102306365966797,0.4159896671772003,0.4223172068595886,0.4290154576301574,0.4357450604438782,0.4425348043441772,0.4494433999061584,0.4563848376274109,0.4636866152286529,0.4715368449687958,0.480786383152008,0.4943507015705108,0.5078783631324768,0.5165188312530518,0.5103141069412231,0.4929202198982239,0.4178259372711181,0.8112939993314761
24,3e-05,0.8573191078134286,0.6399162972035507,0.2426462918519973,0.2461222410202026,0.2493899464607238,0.2525924742221832,0.2558782398700714,0.2590028941631317,0.2620945870876312,0.2652591466903686,0.2684523463249206,0.2716452777385711,0.2749113738536834,0.2782437205314636,0.2815126180648803,0.2849067151546478,0.2883357405662536,0.2919216752052307,0.2956272065639496,0.2994358837604522,0.3036068379878998,0.307963877916336,0.3122258186340332,0.316507875919342,0.3210215866565704,0.3258743286132812,0.3306683301925659,0.3358366787433624,0.3412281274795532,0.3468838334083557,0.3527253270149231,0.3587217628955841,0.3657008409500122,0.3732653856277466,0.3814500272274017,0.390354573726654,0.3998462855815887,0.4107075035572052,0.4236508905887604,0.437621146440506,0.4527030289173126,0.4695976078510284,0.4876229166984558,0.5085890293121338,0.5314443111419678,0.5604367256164551,0.5644708871841431,0.7437509522410903
25,3e-05,0.869835842487424,0.5104585664036373,0.2491554915904998,0.2571342289447784,0.2646054029464721,0.2715077698230743,0.2778843939304352,0.284236192703247,0.2907985746860504,0.2972004115581512,0.3031818866729736,0.3086651265621185,0.3142791092395782,0.319829523563385,0.3251414000988006,0.3311088681221008,0.3375709056854248,0.3443818986415863,0.3516289591789245,0.3588495850563049,0.3666263222694397,0.3752073645591736,0.3841292560100555,0.3926858603954315,0.4010784327983856,0.4097610712051391,0.4182945191860199,0.4265898764133453,0.435471624135971,0.4445995092391968,0.4539238810539245,0.4627167284488678,0.471674382686615,0.4804955124855041,0.4893087446689605,0.497303694486618,0.5046384334564209,0.512282133102417,0.5203242301940918,0.5270537734031677,0.5346401929855347,0.5415932536125183,0.5489665269851685,0.5531121492385864,0.5470327734947205,0.5189085006713867,0.4214983582496643,0.820458724826318
26,3e-05,0.8610939873281376,0.6065038464342555,0.2327609062194824,0.2363979518413543,0.2401194870471954,0.2437324970960617,0.2473398894071579,0.2509791553020477,0.2544770538806915,0.2579410672187805,0.2615280747413635,0.2649299800395965,0.268084168434143,0.2712778449058532,0.2743953466415405,0.2776230275630951,0.280864804983139,0.2840998470783233,0.2873892188072204,0.2908239066600799,0.2944795191287994,0.2982788383960724,0.3021167814731598,0.3062719702720642,0.3108211159706116,0.3158969283103943,0.3213211596012115,0.3271139860153198,0.333255797624588,0.3395130932331085,0.3461455106735229,0.3533667922019958,0.3613622486591339,0.3703284859657287,0.380463033914566,0.3916239440441131,0.4041398465633392,0.4183679223060608,0.4352002143859863,0.4547002911567688,0.47754567861557,0.5043913722038269,0.5361865758895874,0.5743951201438904,0.6045204401016235,0.5922796130180359,0.4097985029220581,0.7313880677167243
27,3e-05,0.8652249408322711,0.5171301445613304,0.3067303895950317,0.3167982399463653,0.3259633481502533,0.3344500064849853,0.342296838760376,0.3496010899543762,0.3564971387386322,0.3630582094192505,0.3693368136882782,0.3752999901771545,0.3807918131351471,0.3858702182769775,0.390665739774704,0.3954262435436249,0.4003378450870514,0.4053512513637543,0.4103772342205047,0.4158085882663727,0.4216676354408264,0.4276761412620544,0.4338476657867431,0.4398289918899536,0.4458140432834625,0.4525717496871948,0.4592063426971435,0.4658825099468231,0.4726585447788238,0.4792430996894836,0.4856852293014526,0.4922206699848175,0.499167650938034,0.5060616731643677,0.5129926204681396,0.5206305980682373,0.5285513997077942,0.5362309813499451,0.5451683402061462,0.5542063117027283,0.5625249743461609,0.5694326162338257,0.574079155921936,0.5690391063690186,0.5413063764572144,0.4806631207466125,0.3412100374698639,0.8560372133404318
28,3e-05,0.817010832849399,0.5398184997029603,0.2464407682418823,0.2525701224803924,0.2587409019470215,0.2648197114467621,0.2705993950366974,0.2759294211864471,0.2811401784420013,0.286072701215744,0.2906867563724518,0.2951323688030243,0.2995785176753998,0.3038933873176574,0.3083049952983856,0.3126537203788757,0.3170696794986725,0.3216222822666168,0.3263908326625824,0.3314436078071594,0.3367967307567596,0.3422761559486389,0.3479707241058349,0.3538507521152496,0.3597673177719116,0.3660491108894348,0.37264484167099,0.3793127238750458,0.3861611187458038,0.3931657671928406,0.4001389145851135,0.4078134596347809,0.4161570370197296,0.4255367219448089,0.4356222450733185,0.446833997964859,0.4585523307323456,0.4713533520698547,0.4848591089248657,0.4994207918643951,0.5157902240753174,0.5331899523735046,0.5523450970649719,0.5711020231246948,0.58533775806427,0.5783650875091553,0.5082337260246277,0.7834635719145023
29,3e-05,0.8347984307496122,0.5232779703413447,0.2464381456375122,0.2534348964691162,0.25993612408638,0.2662033438682556,0.2724991738796234,0.2789483368396759,0.2854982316493988,0.2921261489391327,0.298585444688797,0.3046553432941437,0.3104665279388428,0.3162298798561096,0.3221671283245086,0.3282597959041595,0.334394097328186,0.3403888344764709,0.3464194238185882,0.3525318801403045,0.3590564429759979,0.3659268021583557,0.3728847205638885,0.3799833655357361,0.3871729373931885,0.3944050967693329,0.4019942283630371,0.4098323583602905,0.4177925586700439,0.4258431494235992,0.4341046512126922,0.4427865147590637,0.452028214931488,0.461689680814743,0.471402108669281,0.481626033782959,0.4913198947906494,0.5011395215988159,0.5116903185844421,0.5223826169967651,0.5343526005744934,0.5471946001052856,0.5585141777992249,0.5670027136802673,0.5714278817176819,0.5518378019332886,0.4312319159507751,0.8106611222821422
30,3e-05,0.8154470306034236,0.4756575465823213,0.2339058667421341,0.238501638174057,0.2434976547956466,0.2486775815486908,0.2538186609745025,0.2590881586074829,0.2644387781620025,0.2700092196464538,0.2754811346530914,0.2811921834945678,0.2871424853801727,0.2933061420917511,0.2995964586734772,0.3059805631637573,0.3124175071716308,0.3192111253738403,0.3264842331409454,0.3343124687671661,0.3434186279773712,0.3542521297931671,0.3662180602550506,0.3783872723579407,0.3911614418029785,0.4044421315193176,0.4179179072380066,0.4309495687484741,0.444612979888916,0.4582339823246002,0.472262978553772,0.4868476092815399,0.5017501711845398,0.5163471698760986,0.5302296876907349,0.5446242094039917,0.5595765709877014,0.5759777426719666,0.5896257162094116,0.6024267077445984,0.612457811832428,0.6169363856315613,0.6150387525558472,0.6034731268882751,0.5608789920806885,0.460625946521759,0.2665055096149444,0.7995195973871566
