step,loss,accuracy,precision,f0point5,val_loss,val_accuracy,val_precision,val_f0point5
0,1.4189273118972778,0.4496731162071228,0.09916242212057114,0.11761419475078583,1.5267761666327715,0.8514818530529737,0.07058788967333385,0.00015205134793916386
128,1.5863499157130718,0.466633947333321,0.17403312813257799,0.20216465136036277,1.5277500413358212,0.3325032815337181,0.146066494169645,0.1736782391089946
256,1.5848702499642968,0.5607108396943659,0.1973870843066834,0.22475505829788744,1.5513346493244171,0.28742207144387066,0.14501954335719347,0.17291040834970772
384,1.4642319474369287,0.6645526508800685,0.27080763375852257,0.30626084870891646,1.5554860197007656,0.679658692330122,0.1430969653883949,0.15194961975794286
512,1.4767768811434507,0.6625502835959196,0.3016392139834352,0.34031024435535073,1.5350109804421663,0.4644937766715884,0.14403333805967122,0.1685723460977897
640,1.5219052424654365,0.6574027040041983,0.2968615834834054,0.33362055418547243,1.5321544352918863,0.358596031088382,0.14879869506694376,0.17663643427658826
768,1.4313113717362285,0.6963073338847607,0.3428198272595182,0.38514633307931945,1.5237327497452497,0.6816587131470442,0.14822504424955696,0.16095347749069333
896,1.4023017855361104,0.7448937795124948,0.3396939530503005,0.37690556718735024,1.5183503553271294,0.627748116850853,0.13238795718643814,0.14846171927638352
1024,1.391120569780469,0.7564791073091328,0.3702375281136483,0.4103299614507705,1.5520785823464394,0.5253345719538629,0.14397843030747026,0.1661447217920795
1152,1.3968397434800863,0.7726453086361289,0.40320991491898894,0.44301701441872865,1.5291187930852175,0.44510402623564005,0.14610109210480005,0.1719312152126804
1280,1.3745037922635674,0.7971579972654581,0.4328983540763147,0.4696494209347293,1.5781782567501068,0.6621727282181382,0.15417213214095682,0.16791361186187714
1408,1.3346828203648329,0.8131901533342898,0.4293207763694227,0.46399833011673763,1.5740643050521612,0.7261943332850933,0.15114582981914282,0.15461065468844026
1536,1.356958164833486,0.8182503981515765,0.46696829213760793,0.5023053461918607,1.5438966266810894,0.7045294865965843,0.1483906105859205,0.15751262661069632
1664,1.3684220537543297,0.8010685578919947,0.4374351933365688,0.473701763083227,1.5730431098490953,0.6537279412150383,0.1502369772642851,0.16455159976612777
1792,1.3720205193385482,0.8005813146010041,0.4349623949965462,0.4697834001854062,1.5977097991853952,0.6485978756099939,0.14963007473852485,0.1636904695769772
1920,1.390521259047091,0.780070083681494,0.4274864122271538,0.46713946864474565,1.5725797470659018,0.6013952298089862,0.14803039433900267,0.1667543575167656
2048,1.3500336464494467,0.7893879706971347,0.41768180148210377,0.4557100897654891,1.5593275409191847,0.7314014220610261,0.1462518919724971,0.15001841739285737
2176,1.3758555836975574,0.7962390738539398,0.4202152382931672,0.4541657989611849,1.6629523802548647,0.6842290097847581,0.1703349124873057,0.1780814266530797
2304,1.3430726286023855,0.8105911528691649,0.43088399682892486,0.46323291084263474,1.5718849021941423,0.7188722733408213,0.1495484102051705,0.15557875693775713
2432,1.3776119193062186,0.7933597955852747,0.43147579609649256,0.4673808903899044,1.6161405146121979,0.7345795724540949,0.16011565586086363,0.15947841480374336
2560,1.3317155791446567,0.7860134593211114,0.40509915619622916,0.4439525284105912,1.5738990157842636,0.6908573368564248,0.14587252936325967,0.1561129071051255
2688,1.3834532257169485,0.7880241340026259,0.429765019682236,0.46697688568383455,1.5722418297082186,0.6769457524642348,0.1491904918802902,0.16142705513630062
2816,1.3414314044639468,0.7992915664799511,0.445194317959249,0.4840977815911174,1.5913758762180805,0.7200137116014957,0.1512824676465243,0.15536169044207782
2944,1.3551088189706206,0.7939260341227055,0.4342634077183902,0.47055581340100616,1.6214343458414078,0.6734002660959959,0.15655361046083272,0.16827813163399696
3072,1.3439229549840093,0.8033264358527958,0.4306120721739717,0.46618024189956486,1.6403813771903515,0.6451642839238048,0.16128033678978682,0.17600299674086273
3200,1.330909294076264,0.8011296759359539,0.42072075873147696,0.45649894000962377,1.6030233968049288,0.6546360021457076,0.15712450665887445,0.1716823127353564
3328,1.3433114094659686,0.8103375192731619,0.4591380008496344,0.4963566091610119,1.6502100881189108,0.6406229846179485,0.1635121979052201,0.17806505411863327
3456,1.3766473038122058,0.801144752651453,0.45534587325528264,0.4909396286820993,1.566420517861843,0.7011612262576818,0.14416097209323198,0.15351677942089736
3584,1.3496940918266773,0.7758774142712355,0.40304633881896734,0.44206445303279907,1.5889373254030943,0.6355999326333404,0.14414536766707897,0.15974022238515317
3712,1.3642737921327353,0.7720586601644754,0.4021238705608994,0.44117718772031367,1.5844424199312925,0.6354511277750134,0.14410058106295764,0.16006629820913076
3840,1.348563794977963,0.7830555764958262,0.4242950919433497,0.46378788381116465,1.599506562575698,0.6453943457454443,0.15166651119943708,0.16709970706142485
3968,1.335536259226501,0.8035176619887352,0.4369883795734495,0.47310469672083855,1.6241354458034039,0.6075962400063872,0.15494132053572685,0.17281411937437952
4096,1.3294218024238944,0.7918729512020946,0.4075881874305196,0.44499722961336374,1.6158721763640642,0.6320582507178187,0.15287165227346122,0.16908565675839782
4224,1.3470986755564809,0.7952758516184986,0.4256944122025743,0.46190263389144093,1.577786635607481,0.6566787622869015,0.14981677674222738,0.16460398898925632
4352,1.3450285894796252,0.7989254607819021,0.4309650710201822,0.46689553651958704,1.5489582475274801,0.634529972448945,0.13423693517688662,0.15008402906823903
4480,1.4097411762923002,0.7817919892258942,0.4460293692536652,0.484055865672417,1.561385190114379,0.6445744493976235,0.14305112219881266,0.1591372062684968
4608,1.370180037803948,0.7798930113203824,0.4225053534610197,0.4609859409974888,1.5899850353598595,0.533234435133636,0.14526632346678525,0.1673030782258138
4736,1.3412885963916779,0.7677695779129863,0.3822922788094729,0.42201487737474963,1.587196934968233,0.6751884017139673,0.14956048340536654,0.16201556171290576
4864,1.3486209148541093,0.793806092813611,0.43288998131174594,0.47092495032120496,1.6031195670366287,0.604333802126348,0.150477199931629,0.16900054237339646
4992,1.3293789252638817,0.7866411721333861,0.4098942732671276,0.44880848948378116,1.6006259880959988,0.6367231337353587,0.1312093132873997,0.14504118356853724
5120,1.320128433406353,0.7977214199490845,0.41619968065060675,0.45314661087468266,1.5749146863818169,0.6887753661721945,0.15337099751923233,0.16533609258476645
5248,1.3781674187630415,0.767760053742677,0.39604877622332424,0.4345817056018859,1.6092951875180006,0.5584752568975091,0.15819692856166512,0.18043573445174843
5376,1.3715801648795605,0.7601954657584429,0.39817964436952025,0.43873107712715864,1.632020415738225,0.5807487946003675,0.15927208552602679,0.17965826601721346
5504,1.3387374496087432,0.7745499378070235,0.39238436857704073,0.43144539883360267,1.5706002563238144,0.5637381989508867,0.13625088101252913,0.15610801195725799
