train_loss,val_loss,fbeta_0.20,fbeta_0.25,fbeta_0.30,fbeta_0.35,fbeta_0.40,fbeta_0.45,fbeta_0.50,fbeta_0.55,fbeta_0.60,fbeta_0.65,fbeta_0.70,fbeta_0.75,fbeta_0.80,fbeta_0.85,fbeta_0.90,fbeta_0.95,epoch
0.3908644772711254,0.4853135773113796,0.5436081886291504,0.5412043929100037,0.5365946888923645,0.5309914350509644,0.5256742835044861,0.5202977657318115,0.5139189958572388,0.5050467252731323,0.4934621453285217,0.4774709641933441,0.4563295841217041,0.4302780330181122,0.3971185982227325,0.3523427248001098,0.2900181710720062,0.1872367560863495,1
0.3852086315552394,0.4614972855363573,0.3679177761077881,0.3909301459789276,0.4070320725440979,0.4191033542156219,0.4291347563266754,0.4383500218391418,0.448354572057724,0.4574061632156372,0.4660669565200805,0.4750735461711883,0.4826761484146118,0.4878260195255279,0.4921834468841553,0.4915046095848083,0.4801580607891083,0.4179178774356842,2
0.3812702035620099,0.4718014448881149,0.3738465309143066,0.3970163762569427,0.4111746549606323,0.4216252863407135,0.4300885498523712,0.4372671544551849,0.443602055311203,0.4497484564781189,0.4558261334896087,0.4610085785388946,0.4661010503768921,0.471872329711914,0.4784344136714935,0.4833745658397674,0.484552800655365,0.4504645764827728,3
0.3757561356538818,0.6309111288615635,0.2846189141273498,0.2951554358005523,0.3019814491271972,0.3076101243495941,0.3124300539493561,0.3169130682945251,0.3213811218738556,0.3263725638389587,0.3321978747844696,0.3393903374671936,0.348672866821289,0.3614388108253479,0.3781685531139374,0.3995742499828338,0.4306792616844177,0.4627955257892608,4
0.390891725108737,0.4748728424310684,0.3689236938953399,0.3922717869281769,0.4059866368770599,0.4158295094966888,0.4238051176071167,0.430280476808548,0.4361759126186371,0.4423094987869262,0.4489648938179016,0.4559806585311889,0.4636569917201996,0.4729001522064209,0.4840695261955261,0.4956489205360412,0.5050023198127747,0.4676986038684845,5
0.4003316085963022,0.4574348245348249,0.4672155380249023,0.4796487987041473,0.4869485199451446,0.4913395345211029,0.4948329329490661,0.4978881776332855,0.5007089376449585,0.5032770037651062,0.5052212476730347,0.5078127384185791,0.5109396576881409,0.5129451751708984,0.5140351057052612,0.5131034255027771,0.5027043223381042,0.4099151492118835,6
0.3913547595342,0.5214985523905072,0.4412024915218353,0.4432259500026703,0.4417074620723724,0.4396373927593231,0.4370754063129425,0.434565782546997,0.4321098923683166,0.4294788539409637,0.4262900352478027,0.4219477474689483,0.4156024754047394,0.4048486053943634,0.3856589496135711,0.3521632254123688,0.2858061492443084,0.1582486927509308,7
0.3991862017483938,0.4705809759242194,0.4399278163909912,0.4630873203277588,0.4741710722446441,0.4819442629814148,0.4873903095722198,0.4917992055416107,0.4952838718891144,0.4984676241874695,0.5015936493873596,0.5043448209762573,0.5079700350761414,0.5107648372650146,0.511369526386261,0.5024380683898926,0.4516628980636596,0.1907618641853332,8
0.3842854698499043,0.4853759109973907,0.4912130832672119,0.4948557913303375,0.4957075417041778,0.4965519309043884,0.497141033411026,0.497035950422287,0.4966406226158142,0.4960667788982391,0.4945383369922638,0.4926879405975342,0.4895274043083191,0.4852222204208374,0.4724980592727661,0.4384194314479828,0.338801622390747,0.1341983824968338,9
0.4177200737453642,0.5198790920632226,0.3303535282611847,0.3588518500328064,0.371970534324646,0.3816005885601043,0.3896288275718689,0.396955132484436,0.4040805995464325,0.4108815491199493,0.4177829027175903,0.4249959886074066,0.432379275560379,0.4404416084289551,0.4495892822742462,0.4605986773967743,0.4710385501384735,0.4548313021659851,10
