train_loss,val_loss,fbeta_0.20,fbeta_0.25,fbeta_0.30,fbeta_0.35,fbeta_0.40,fbeta_0.45,fbeta_0.50,fbeta_0.55,fbeta_0.60,fbeta_0.65,fbeta_0.70,fbeta_0.75,fbeta_0.80,fbeta_0.85,fbeta_0.90,fbeta_0.95,epoch
0.730593928584346,0.6856250643730164,0.137126013636589,0.1371862292289734,0.161601573228836,0.2002971768379211,0.2297737896442413,0.2525577247142792,0.279048889875412,0.3140343725681305,0.3430415391921997,0.3422721624374389,0.2210043519735336,0.0261580441147089,0.0005409661098383,0.0,0.0,0.0,1
0.7215805296544675,0.8231233477592468,0.137135699391365,0.1374752819538116,0.1384993642568588,0.1407898515462875,0.1472621709108352,0.1544658839702606,0.165012389421463,0.2565427422523498,0.2754745483398437,0.2922949492931366,0.3059481680393219,0.3148431479930877,0.3208483457565307,0.2797390818595886,0.0902155116200447,2.144190148101188e-05,2
0.7120223773850335,0.9094236493110656,0.1376609057188034,0.1387739926576614,0.1414381712675094,0.1458122134208679,0.1509326696395874,0.1586058288812637,0.1679475009441375,0.1829040497541427,0.2494093626737594,0.2556473314762115,0.26581671833992,0.2787177860736847,0.2957784533500671,0.3126603066921234,0.3083370327949524,0.0530534945428371,3
0.7049881330242863,0.9089967966079712,0.1373627781867981,0.138961985707283,0.1491925865411758,0.1652419716119766,0.2341435700654983,0.238204151391983,0.2406549900770187,0.2422148585319519,0.2439295053482055,0.246011421084404,0.248492807149887,0.251945286989212,0.2620517015457153,0.2781216204166412,0.3004036545753479,0.0841988921165466,4
0.6888304352760315,0.8199134409427643,0.1371272355318069,0.1372674405574798,0.1389551311731338,0.1446755975484848,0.1698907315731048,0.2401069700717926,0.2425581812858581,0.2448672801256179,0.2476075291633606,0.2517622709274292,0.2592383623123169,0.2673916220664978,0.2586813569068908,0.1839765161275863,0.0172259081155061,0.0,5
0.686838236120012,1.0961212158203124,0.1371255218982696,0.1371490061283111,0.1378503590822219,0.1396944373846054,0.1433071345090866,0.1479964852333068,0.1545905172824859,0.1633509248495102,0.2269386351108551,0.2417056709527969,0.2434934824705124,0.2454857528209686,0.2484237402677536,0.2536352574825287,0.269709974527359,0.2456018924713134,6
0.6866554463351214,0.9177635848522188,0.137126013636589,0.1373974531888961,0.1392736434936523,0.1955102980136871,0.23308065533638,0.2361729443073272,0.2376740872859954,0.2389558851718902,0.2404192388057708,0.2421409785747528,0.2445325702428817,0.2480462789535522,0.2553697228431701,0.2684595882892608,0.2618380486965179,0.0102635733783245,7
0.677237194997293,0.8616353690624237,0.1371302455663681,0.1377912163734436,0.1473845094442367,0.2308153510093689,0.2356154471635818,0.237727403640747,0.2392213493585586,0.2407672554254531,0.2428681701421737,0.2460584044456482,0.2511579096317291,0.2587215602397918,0.2722556591033935,0.2722727656364441,0.218714490532875,0.0166555475443601,8
0.663819569128531,0.8732301652431488,0.1371286958456039,0.1373891234397888,0.1867286264896392,0.2294277399778366,0.2364244312047958,0.2382416129112243,0.2395505160093307,0.2407850623130798,0.2422311305999755,0.2445234805345535,0.2483630329370498,0.2541373968124389,0.2606409788131714,0.2537137567996979,0.2242275178432464,0.0478726401925087,9
0.6688305603133308,0.9309136033058166,0.1371413171291351,0.1379188597202301,0.152491495013237,0.2312672138214111,0.2365421056747436,0.2379203289747238,0.2389436513185501,0.2398423254489898,0.2408689260482788,0.2422715276479721,0.2445024698972702,0.2473165094852447,0.2516503632068634,0.2608145773410797,0.2703745663166046,0.1045588850975036,10
0.6621252165900336,0.9317714869976044,0.1371298283338546,0.1377092897891998,0.1648537665605545,0.2343158721923828,0.2379619926214218,0.239501804113388,0.2404759526252746,0.2412810623645782,0.2421222925186157,0.2432624548673629,0.2449504137039184,0.2473506480455398,0.2495644092559814,0.2505412101745605,0.2486526072025299,0.1503818035125732,11
