epoch,lr,loss_train,loss_val,fbeta_0.20,fbeta_0.25,fbeta_0.30,fbeta_0.35,fbeta_0.40,fbeta_0.45,fbeta_0.50,fbeta_0.55,fbeta_0.60,fbeta_0.65,fbeta_0.70,fbeta_0.75,fbeta_0.80,fbeta_0.85,fbeta_0.90,fbeta_0.95,accuracy
1,4.000000000000002e-06,0.69736932506857,0.6548467615376348,0.1371254026889801,0.1371254026889801,0.1371254324913025,0.1371272504329681,0.1764521896839141,0.2081907242536544,0.2278963327407837,0.2422563284635543,0.1440388262271881,0.0441005900502204,0.0017006158595904,2.1536759959417395e-05,0.0,0.0,0.0,0.0,0.6007104659913068
2,4.654657436669327e-06,0.6058398258778476,0.6235345265139705,0.1371254026889801,0.1371254026889801,0.1371257603168487,0.1382350921630859,0.2095610797405243,0.2222874611616134,0.2461041361093521,0.2639268338680267,0.1243314743041992,0.0241610836237669,0.0004973546019755,0.0,0.0,0.0,0.0,0.0,0.6446746816159586
3,6.600772398369546e-06,0.5666485396466514,0.5604002190672833,0.1371254026889801,0.1371254026889801,0.1371262669563293,0.1809144020080566,0.2238168865442276,0.2191650122404098,0.1775684952735901,0.0952624306082725,0.0439474321901798,0.0022275380324572,5.617066108243307e-06,0.0,0.0,0.0,0.0,0.0,0.846025478447441
4,9.785259942088528e-06,0.5367714439251626,0.5332536930623262,0.1371254026889801,0.1371254324913025,0.1371436417102813,0.2115952968597412,0.2411158233880996,0.2176124900579452,0.1404955983161926,0.0397637858986854,0.0025677739176899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8831881485498032
5,1.4121255548973104e-05,0.5111687245757081,0.5098397731781006,0.1371254026889801,0.1371254473924636,0.1392238438129425,0.219536080956459,0.2064842581748962,0.1502857357263565,0.0409791059792041,0.0058746747672557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8935964019431608
6,1.9490484561964424e-05,0.481950606486594,0.4992766652418219,0.1371254026889801,0.1371257305145263,0.2041922658681869,0.2293752580881118,0.2567800879478454,0.2084269672632217,0.0409818664193153,0.0001739826839184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8946415740397983
7,2.5746488410123496e-05,0.459716914698135,0.4838507965854976,0.1371254026889801,0.1372475177049636,0.2170881032943725,0.2339004576206207,0.2556973397731781,0.2030354738235473,0.0708831921219825,0.0205336641520261,0.0027754481416195,0.0020037882495671,0.0015464395983144,0.0010836101137101,0.0006858553970232,0.0003201565123163,4.6818448026897386e-05,0.0,0.8954917310231989
8,3.271861961665747e-05,0.4351108326006305,0.4667203815087028,0.1371254026889801,0.1400638222694397,0.2299993634223938,0.2458613961935043,0.2966565787792206,0.2432962208986282,0.0702914521098136,0.0062512983568012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8969663264378044
9,4.021669661724164e-05,0.4073684774627981,0.4403446770232657,0.1371261030435562,0.2142136096954345,0.2362843304872512,0.229920357465744,0.0741548314690589,0.0076304040849208,0.0021402502898126,0.0006162814097478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968682106055085
10,4.8036191417328045e-05,0.3835439538770868,0.4286291534486024,0.137723371386528,0.2297316640615463,0.2635361850261688,0.3057990670204162,0.322488784790039,0.3006056845188141,0.2386225461959839,0.1434902548789978,0.0616954118013381,0.006640235427767,0.0001935974578373,9.454519022256136e-05,4.119686855119653e-05,8.42670397105394e-06,0.0,0.0,0.8885167014156217
11,5.596380858267196e-05,0.3589938590230868,0.3985198276198428,0.2066762447357177,0.2485260963439941,0.2347076833248138,0.1459848433732986,0.0933218747377395,0.0694627687335014,0.055370669811964,0.0439126044511795,0.0306833460927009,0.0148722678422927,0.0072295758873224,0.003142126603052,2.796054786813329e-06,0.0,0.0,0.0,0.8973240890878627
12,6.378330338275835e-05,0.3358147051907325,0.380524029550345,0.2339352965354919,0.1441519111394882,0.0536142289638519,0.0015851968200877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968951099076908
13,7.128138038334252e-05,0.313196276971536,0.3632993711077649,0.2570742070674896,0.3093999922275543,0.3321123719215393,0.323957234621048,0.2820053994655609,0.2378409802913665,0.1947255432605743,0.1560717672109604,0.11569444835186,0.0632407665252685,0.020852817222476,0.004810363985598,0.0022408911027014,0.0001385629730066,0.0001235867384821,9.644063538871706e-05,0.8970025912543861
14,7.825351158987648e-05,0.2939720102982928,0.3606847187747126,0.300349086523056,0.3322220742702484,0.2681624889373779,0.2001456618309021,0.1519477665424347,0.120558314025402,0.0963204279541969,0.0738223269581794,0.0531828589737415,0.036210149526596,0.0213825460523366,0.0108855525031685,0.0064710481092333,0.0038931658491492,0.0012029245262965,0.0,0.8970136367682757
15,8.450951543803557e-05,0.2762547093768452,0.346281516811122,0.3015735745429992,0.3218599557876587,0.3125737607479095,0.2852192223072052,0.2565193772315979,0.2266788482666015,0.1892134100198745,0.1445436328649521,0.1059052571654319,0.0646679475903511,0.0324729941785335,0.0054108696058392,0.0020106481388211,0.0,0.0,0.0,0.8955256399784265
16,8.987874445102689e-05,0.2608063015364861,0.3376579355934392,0.3571186363697052,0.3669517338275909,0.3451370894908905,0.3082874119281769,0.2625409066677093,0.2230534255504608,0.1908089369535446,0.155012160539627,0.1109049543738365,0.0554550886154174,0.0191058497875928,0.0053781666792929,0.0015104651683941,0.0,0.0,0.0,0.8969414933418917
17,9.421474005791148e-05,0.2506684413714002,0.3615260577720144,0.0588370375335216,0.0157741121947765,0.0077279191464185,0.0033676119055598,0.0020919961389154,0.0013934664893895,0.0005887867882847,1.7753620340954512e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968721692249969
18,9.739922760163046e-05,0.23975391940091,0.3468925687281982,0.3059322834014892,0.3153990507125854,0.3225691616535187,0.3270065486431122,0.3301164507865906,0.3288696110248565,0.3238996565341949,0.314355731010437,0.2985325455665588,0.2742298245429992,0.2387048602104187,0.1873757541179657,0.1225188970565795,0.0631837993860244,0.0196564327925443,0.0007121637463569,0.8785312285836272
19,9.934534256333068e-05,0.2325423223565715,0.3582307770848274,0.0478179827332496,0.0192328616976737,0.0104896929115057,0.0045418837107717,0.0017290159594267,0.0002827300340868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968951099076908
20,0.0001,0.2284247834784115,0.4010922066543413,1.582066215632949e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968951099076908
21,9.999238478828052e-05,0.2177766263484954,0.3721095534122508,0.1093294993042945,0.0705995559692382,0.0505957119166851,0.0409655719995498,0.0330178439617157,0.0266139023005962,0.0205053687095642,0.0152518283575773,0.0098021905869245,0.0051135057583451,0.0020562219433486,0.0005672033294104,0.0,0.0,0.0,0.0,0.8972889056502631
22,9.99695414727894e-05,0.2202766780243363,0.3461671876518623,0.3900448381900787,0.3577161729335785,0.3255369067192077,0.2869350612163543,0.239362895488739,0.1963434964418411,0.1577553898096084,0.122996836900711,0.0959251001477241,0.0741606205701828,0.0554083548486232,0.039320345968008,0.0267556887120008,0.0133505649864673,0.0058510066010057,0.0005681388429366,0.9000707530819784
23,9.993147701182174e-05,0.2115670675917189,0.3146172211222026,0.4072267711162567,0.4119618237018585,0.409619390964508,0.4049593508243561,0.3984952867031097,0.3875437676906585,0.36680468916893,0.3415425419807434,0.304123967885971,0.2507591247558594,0.1866003572940826,0.1173133626580238,0.0566236861050128,0.017032366245985,0.003441478125751,0.0,0.8965255872612011
24,9.987820300018115e-05,0.2153745882732923,0.3072975307055142,0.3911748230457306,0.4085008502006531,0.4197541773319244,0.4241653978824615,0.4176840782165527,0.4038447141647339,0.3823285400867462,0.3549768924713135,0.3225933313369751,0.279802531003952,0.2221934795379638,0.1462486833333969,0.0875238552689552,0.0446267090737819,0.0163790341466665,0.0038340152241289,0.9012103913568468
25,9.980973566564768e-05,0.2053258832572966,0.3259443805917449,0.356955349445343,0.3680693805217743,0.3760868608951568,0.3819705247879028,0.3836207687854767,0.3799646198749542,0.3716883957386017,0.3582730889320373,0.3379007577896118,0.3044493794441223,0.2577869296073913,0.1966690421104431,0.1327044814825058,0.076410561800003,0.0330970622599124,0.0073840334080159,0.8896789520974214
26,9.97260958640346e-05,0.2052003939946492,0.3198889072822488,0.4335842132568359,0.4367603957653045,0.4309562742710113,0.4166634380817413,0.3956136703491211,0.3701903223991394,0.3444937467575073,0.3157930374145508,0.2803688943386078,0.2354460805654525,0.1840801835060119,0.1245736852288246,0.0706707388162612,0.0335569232702255,0.0101942215114831,0.0004446336824912,0.9018392711660144
27,9.962730907283578e-05,0.2039501302002012,0.3694568606822387,0.3000864684581756,0.2545952200889587,0.2164095044136047,0.1858438849449157,0.1570626646280288,0.1295291036367416,0.1067687571048736,0.0852032750844955,0.0639367997646331,0.0474119707942009,0.0338038206100463,0.0202555395662784,0.009365314617753,0.002448572544381,0.0,0.0,0.8979544557931306
28,9.951340538346476e-05,0.1997148885514385,0.3676553238993105,0.2488017976284027,0.1970626413822174,0.160162553191185,0.1284622550010681,0.1006682962179184,0.0795597732067108,0.0621804371476173,0.0476212538778781,0.0315365493297576,0.0186527371406555,0.0094760935753583,0.0054340893402695,0.0024140605237334,0.0,0.0,0.0,0.8981406074607812
29,9.938441949208878e-05,0.1960395301959311,0.4088119598834411,0.0466655865311622,0.0284530278295278,0.0206893477588892,0.0171896051615476,0.0144647778943181,0.0119428662583231,0.0097619593143463,0.007823078893125,0.0059588248841464,0.0039410325698554,0.0021173623390495,0.0,0.0,0.0,0.0,0.0,0.8970980036392264
30,9.92403906890598e-05,0.2005015961652578,0.3936333076461502,0.1090643033385276,0.0731947049498558,0.0487890802323818,0.0332570634782314,0.0201453529298305,0.0103822099044919,0.0044177863746881,0.0008007386350072,2.713762478379067e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8969734133322056
31,9.908136284694652e-05,0.2032795030941334,0.3519487452247868,0.3435079753398895,0.3114856481552124,0.2727417051792145,0.2368639409542083,0.2068880945444107,0.1780675947666168,0.150732159614563,0.1228298917412757,0.0987933352589607,0.074372224509716,0.0557354241609573,0.0390848368406295,0.024084648117423,0.0109646758064627,0.0030135565903037,0.0,0.8987206514226989
32,9.890738440717014e-05,0.198383611417556,0.3416807661237924,0.4292142689228058,0.4072854220867157,0.3727709054946899,0.3322067558765411,0.2922269999980926,0.2552195191383362,0.2190854251384735,0.1835627108812332,0.1494985520839691,0.1159015893936157,0.0822086334228515,0.051923282444477,0.0277245007455348,0.0089920153841376,3.3709631679812446e-05,0.0,0.9009217017892768
33,9.871850836524882e-05,0.1963241767975711,0.3650152333404707,0.338776558637619,0.305925190448761,0.2700052857398987,0.2377090901136398,0.2104196846485138,0.1795572638511657,0.1497136652469635,0.1211043819785118,0.092728778719902,0.0681379735469818,0.0489879101514816,0.0318134427070617,0.0176071804016828,0.0067104171030223,0.0003613474254962,0.0,0.8990553382176905
34,9.851479225465457e-05,0.201318657444429,0.3351813266458718,0.3965761661529541,0.383684754371643,0.3632946014404297,0.3321232199668884,0.2997406125068664,0.2708393633365631,0.2425176501274109,0.2157734930515289,0.1868522316217422,0.1553258299827575,0.1224523708224296,0.090817742049694,0.0611974373459816,0.0269867181777954,0.0063352747820317,0.0,0.8996061270160718
35,9.829629812928817e-05,0.1953033205381659,0.4033872491639593,0.0912261977791786,0.0579588562250137,0.0389243848621845,0.0256418772041797,0.016807846724987,0.0100541785359382,0.0052330438047647,0.0023198411799967,0.0002817940257955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8970032091852331
36,9.806309254457676e-05,0.1911666855331539,0.3381565015601075,0.3667134940624237,0.3745535314083099,0.3793337047100067,0.3822988271713257,0.3859407007694244,0.3885000646114349,0.3882703483104706,0.3872520923614502,0.3861932754516601,0.3828161358833313,0.3725476562976837,0.3524534404277801,0.3175738453865051,0.2670966386795044,0.1963187754154205,0.0875043421983718,0.8834433539896029
37,9.781524653720059e-05,0.2006905552490737,0.4098147749900818,0.048686638474464417,0.026137279346585274,0.013274925760924816,0.006994099821895361,0.0034812844824045897,0.0011412992607802153,0.0004614752542693168,7.116264896467328e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896904552663446
