epoch,lr,loss_train,loss_val,fbeta_best,threshold_best,accuracy
54,3e-05,0.6751252500585807,0.4482068951241672,0.7197049856185913,0.9299999999999996,0.8672797699288974
55,3e-05,0.6815107199110726,0.4888920259661972,0.6852654814720154,0.9499999999999996,0.8592855985616115
56,3e-05,0.6784768284753312,0.4927909575402737,0.729328989982605,0.9499999999999996,0.8403636098206977
57,3e-05,0.6773292161235513,0.4811206562444567,0.7092999219894409,0.9099999999999996,0.8681622331093913
58,3e-05,0.6674487738646278,0.4954248707741499,0.7080080509185791,0.9499999999999996,0.8499321724343752
59,3e-05,0.6467525993668756,0.4449334600940346,0.7200868129730225,0.9199999999999996,0.8600472176408444
60,3e-05,0.6360251811123634,0.4727635485120117,0.7140264511108398,0.9399999999999996,0.8568122144845693
61,3e-05,0.6684401594391165,0.4454679829534143,0.7170657515525818,0.8799999999999996,0.8763768513063348
62,3e-05,0.6626438463843146,0.4717515856260433,0.7374311685562134,0.8999999999999996,0.8991802374901349
63,3e-05,0.6436221849086673,0.456245581805706,0.7173600792884827,0.9299999999999996,0.8605068230186192
64,3e-05,0.6327916328297105,0.5998511307872831,0.7097410559654236,0.9799999999999996,0.814348547370096
65,3e-05,0.6155854230241258,0.4538953794166446,0.7161603569984436,0.8799999999999996,0.9144101666617426
66,3e-05,0.6319168235442435,0.4193000474944711,0.7414234280586243,0.9299999999999996,0.8728364744496215
67,3e-05,0.634996340025303,0.4681004915386438,0.6924876570701599,0.9299999999999996,0.8622774652399415
68,3e-05,0.6210574898146843,0.4817311671562493,0.7342163324356079,0.8199999999999996,0.9209510998493214
69,3e-05,0.6110033044057299,0.3991200370481237,0.7433047294616699,0.9199999999999996,0.8915531749769676
70,3e-05,0.6328185362409252,0.4104874497279525,0.7456471920013428,0.9099999999999996,0.8870739101292963
71,3e-05,0.6155464078566825,0.451756825344637,0.7386443018913269,0.9399999999999996,0.853406681724869
72,3e-05,0.6074673484924228,0.4475827337708324,0.7426528930664062,0.8199999999999996,0.9308049920315886
73,3e-05,0.5894114023955294,0.4391929612495005,0.7390266060829163,0.8599999999999995,0.9121450059697912
74,3e-05,0.5861687096514443,0.4374473616480827,0.7145152688026428,0.8999999999999996,0.900221354415589
75,3e-05,0.5856802611387977,0.3790832775179297,0.7650082111358643,0.9199999999999996,0.9018832021871662
76,3e-05,0.6037432315737702,0.528830211632885,0.746849775314331,0.9799999999999996,0.8251232916867253
77,3e-05,0.5809665525606437,0.3866820906288922,0.7587629556655884,0.9399999999999996,0.901832203581952
78,3e-05,0.5938617097314938,0.4496140211820602,0.7563546895980835,0.9599999999999996,0.8577942031521039
79,3e-05,0.5664017669452254,0.4098222437314689,0.7273206114768982,0.8799999999999996,0.9094674536788416
80,3e-05,0.5699386402618053,0.4545424519805238,0.7043575644493103,0.9399999999999996,0.8860144097611447
81,3e-05,0.5683108923971191,0.454441796336323,0.7492870092391968,0.9299999999999996,0.885425289939912
82,3e-05,0.5687525769074758,0.4096953467931598,0.7667235732078552,0.9299999999999996,0.8871152728753655
83,3e-05,0.5753412949022396,0.4249541983706876,0.7412757277488708,0.8599999999999995,0.917967246961663
84,3e-05,0.5556835548360218,0.397666669008322,0.7830069065093994,0.8199999999999996,0.9356134402276456
85,3e-05,0.5660635697287183,0.3956086595542729,0.7696982026100159,0.9399999999999996,0.8857704236282853
86,3e-05,0.542242673709411,0.4015957280993462,0.77680903673172,0.9699999999999996,0.8793258490321562
87,3e-05,0.5327856686226157,0.3843619005288928,0.7891139388084412,0.9599999999999996,0.8842103413430689
88,3e-05,0.5499856813933498,0.3721893114736304,0.7819923758506775,0.8899999999999996,0.920240402133947
89,3e-05,0.5405886515166408,0.392634593998082,0.7836079001426697,0.8799999999999996,0.926358303725756
90,3e-05,0.5564453763555187,0.381887919048313,0.7752341628074646,0.9399999999999996,0.8990220278829708
91,3e-05,0.5389100227707116,0.3455202259588986,0.786321222782135,0.9299999999999996,0.9100259086817932
92,3e-05,0.5176728943059611,0.4006253757979721,0.7867210507392883,0.9599999999999996,0.8901516691953556
93,3e-05,0.5439851256304009,0.3545752844074741,0.7730219960212708,0.9299999999999996,0.9181957075819922
94,3e-05,0.5242163042227427,0.372712810151279,0.7816200852394104,0.8999999999999996,0.9192510176065878
95,3e-05,0.5122581995272821,0.3773705516010522,0.7795870900154114,0.9399999999999996,0.8859737228769393
96,3e-05,0.5298813491366631,0.4002233210019767,0.7762261033058167,0.9699999999999996,0.8824699004918922
97,3e-05,0.5173650397810825,0.3671165550069418,0.7829282879829407,0.9299999999999996,0.9122139052592289
98,3e-05,0.5246718574401944,0.3608827787451446,0.7898101210594177,0.8999999999999996,0.928747687828288
99,3e-05,0.507834678010423,0.3648814823012799,0.7756511569023132,0.9199999999999996,0.9059181747558642
100,3e-05,0.4950650717860969,0.371538243710529,0.7874887585639954,0.9399999999999996,0.9011299058640284
101,3e-05,0.5190491200417511,0.3411946758395061,0.7836974859237671,0.9099999999999996,0.9221214029424708
102,3e-05,0.4996363134809242,0.3461751909460872,0.7965860366821289,0.9599999999999996,0.9043628235036948
103,3e-05,0.4997220716273138,0.3511670989333652,0.8120015263557434,0.9299999999999996,0.8902420802024033
104,3e-05,0.5042421124702277,0.3451161007978953,0.8311774730682373,0.9299999999999996,0.9246442214872708
105,3e-05,0.5163534168125123,0.3644843818969093,0.7994334101676941,0.8599999999999995,0.936470433071041
106,3e-05,0.4935542324254679,0.3679785322397947,0.777309000492096,0.9599999999999996,0.9079534458624028
107,3e-05,0.4967679954314417,0.3597237171139568,0.7834212183952332,0.9599999999999996,0.9032727934896352
108,3e-05,0.4740153162978416,0.3457448307890445,0.8109459280967712,0.9399999999999996,0.9050720922539858
109,3e-05,0.4815985699032628,0.3666347929509356,0.7973843812942505,0.9799999999999996,0.8984061632422677
110,3e-05,0.5046989268572756,0.3194744093692861,0.808724045753479,0.9599999999999996,0.9139327185307612
111,3e-05,0.4749531166035999,0.345430309488438,0.8013529777526855,0.9499999999999996,0.8990420333941416
112,3e-05,0.4921729310538417,0.3694513403053861,0.8025854229927063,0.8599999999999995,0.9429513497251076
113,3e-05,0.4877540725608205,0.3102992888132576,0.8248116970062256,0.9399999999999996,0.9258502487075108
114,3e-05,0.4579601772995882,0.2957238445989787,0.8366338014602661,0.9499999999999996,0.9280187225322496
115,3e-05,0.4669053986553074,0.3144031931646168,0.8278982639312744,0.8999999999999996,0.9272168993272856
116,3e-05,0.4619274790896925,0.3285187516361475,0.8048302531242371,0.9299999999999996,0.9228231213502252
117,3e-05,0.4571547413519186,0.352493261359632,0.7876671552658081,0.9399999999999996,0.9145643597184012
118,3e-05,0.4575362383395202,0.3000932350754738,0.831911027431488,0.9499999999999996,0.9226138745171693
119,3e-05,0.4554473436618036,0.3474116808269173,0.7923135161399841,0.9399999999999996,0.9262258154900974
120,3e-05,0.4634243765080622,0.3749059460591525,0.7944530248641968,0.8599999999999995,0.9414399294940904
121,3e-05,0.4644752227982809,0.3288881369866431,0.8136141896247864,0.9599999999999996,0.9108445898126762
122,3e-05,0.456033612406531,0.3145574732683599,0.8293533325195312,0.9499999999999996,0.9262638375475252
123,3e-05,0.4419964436412781,0.307979115890339,0.8121434450149536,0.9099999999999996,0.9275725957710744
124,3e-05,0.4457509568495343,0.3039364240597934,0.8299659490585327,0.9299999999999996,0.9352567975772476
125,3e-05,0.444459899913433,0.3205932176439091,0.8020829558372498,0.8999999999999996,0.9307683410082276
126,3e-05,0.4350377653920373,0.3226891253842041,0.8244534730911255,0.9699999999999996,0.9175855008706066
127,3e-05,0.4410269992758137,0.2909533907077275,0.8357580900192261,0.9299999999999996,0.9269053076976996
128,3e-05,0.4383362129677173,0.3073374236933887,0.8202022314071655,0.9399999999999996,0.9209852791492946
129,3e-05,0.446576189394145,0.3408246297389269,0.7967002391815186,0.9699999999999996,0.9048859405863352
130,3e-05,0.4359894445700238,0.3038174576358869,0.8223251104354858,0.9299999999999996,0.936542653738781
131,3e-05,0.4517173464446105,0.3531163890962489,0.82942795753479,0.9799999999999996,0.8971588312069754
132,3e-05,0.4314174739889396,0.3418479129148181,0.8097215294837952,0.9699999999999996,0.9037122581838664
133,3e-05,0.4433051784371221,0.3055995737668127,0.8004822134971619,0.9199999999999996,0.9287401954167684
134,3e-05,0.4229251920252807,0.2768173414748162,0.8355963230133057,0.9399999999999996,0.9354383920049018
135,3e-05,0.4345153676447018,0.3212691995082423,0.8017528653144836,0.9599999999999996,0.92688416287653
136,3e-05,0.4200361902399581,0.2680138948839158,0.8450278639793396,0.9499999999999996,0.9321939654032104
137,3e-05,0.4253906780897185,0.3001269270898774,0.8175056576728821,0.8999999999999996,0.938374876631072
138,3e-05,0.422433187564214,0.2999781364109367,0.8302577137947083,0.9199999999999996,0.9290887277248
139,3e-05,0.4147416581941205,0.2984119922912214,0.8245546221733093,0.9199999999999996,0.935595172646982
140,3e-05,0.4246795390003411,0.2879135701572523,0.8218748569488525,0.9499999999999996,0.9251448613353525
141,3e-05,0.4109732390836227,0.3305021649284754,0.8034804463386536,0.9599999999999996,0.9049051543736084
142,3e-05,0.4180137653683507,0.3092492294381372,0.836919903755188,0.9599999999999996,0.9168000142124096
143,3e-05,0.410559694665347,0.3452117439708672,0.8134424090385437,0.9699999999999996,0.8954981999867531
144,3e-05,0.3942046874715376,0.2940134896431118,0.8329238891601562,0.9399999999999996,0.9309567133648594
145,3e-05,0.4385569479114325,0.2910747833782807,0.8362269401550293,0.9299999999999996,0.9309508816424912
146,3e-05,0.3995774113392645,0.2925760929938406,0.8648512363433838,0.8699999999999996,0.9599098052687488
147,3e-05,0.3969387481378954,0.3076806249213405,0.8345088362693787,0.9599999999999996,0.9105576381756132
148,3e-05,0.3958512898101363,0.2772765398491174,0.8451303243637085,0.9399999999999996,0.928498584455602
149,3e-05,0.3969067628531493,0.2889295257627964,0.8393784165382385,0.9499999999999996,0.9205226034276238
150,3e-05,0.4112409524215284,0.3057730222819373,0.8414046764373779,0.9499999999999996,0.9070443730348108
151,3e-05,0.3863363321437392,0.2530415036017075,0.8541923761367798,0.9099999999999996,0.9421616147923376
152,3e-05,0.4170224779798079,0.277528803225141,0.8316515684127808,0.9499999999999996,0.9306468403554417
153,3e-05,0.3935059156528739,0.2873138031340204,0.8335465788841248,0.9199999999999996,0.9437841467137762
154,3e-05,0.3861570027909538,0.2726730719266925,0.8334918022155762,0.9399999999999996,0.9343660309509976
155,3e-05,0.3829609705496204,0.2880436415667645,0.8311890363693237,0.9399999999999996,0.9207912295530062
156,3e-05,0.3971547539844069,0.318851317174267,0.8258355259895325,0.9699999999999996,0.9126639133985366
157,3e-05,0.4057290778141613,0.2691817409344367,0.8507601022720337,0.9499999999999996,0.9341333606767732
158,3e-05,0.3848830489225165,0.2991356009151786,0.831877589225769,0.9499999999999996,0.9257936307936568
159,3e-05,0.3797395095344661,0.3004426029510796,0.8116465210914612,0.9499999999999996,0.9329200341484034
160,3e-05,0.3789406337941339,0.3205184598977212,0.8027645349502563,0.9699999999999996,0.9252689109528822
161,3e-05,0.3846219394558159,0.3032404376121121,0.8170903921127319,0.9499999999999996,0.9270003145654218
162,3e-05,0.3811919437360394,0.3524434802355244,0.8208986520767212,0.9799999999999996,0.9066352062624202
163,3e-05,0.3776213358076968,0.3353014094755053,0.7972919344902039,0.9599999999999996,0.9070915288825704
164,3e-05,0.3719776827235554,0.3071730035997461,0.8311468958854675,0.9699999999999996,0.914024944709672
165,3e-05,0.3794052395247674,0.2742839298676699,0.8224129676818848,0.9399999999999996,0.933194607858188
166,3e-05,0.3603215919908627,0.2376162474800366,0.864514172077179,0.9499999999999996,0.9421910051282468
167,3e-05,0.3611239033151966,0.2830003303533885,0.8390745520591736,0.9699999999999996,0.9228447103091914
168,3e-05,0.3757690741110218,0.259829083061777,0.8436370491981506,0.9399999999999996,0.9343535371616852
169,3e-05,0.3763681169628173,0.2784487348224502,0.8467479348182678,0.9499999999999996,0.9172451368359584
170,3e-05,0.3626990520445875,0.2910470476934279,0.8209388852119446,0.9699999999999996,0.927848946032044
171,3e-05,0.3588849405447642,0.2640103901503607,0.841559886932373,0.9199999999999996,0.943866022551
172,3e-05,0.3625769164673117,0.2896206409088336,0.8470483422279358,0.9399999999999996,0.93725719421161
173,3e-05,0.3624546383471452,0.27698966479511,0.8541458249092102,0.9299999999999996,0.9467517789167016
174,3e-05,0.361085710483928,0.253054565214552,0.8537240624427795,0.9399999999999996,0.9437827949900484
175,3e-05,0.3477727479712907,0.328996038204059,0.8283675312995911,0.9799999999999996,0.913262862182304
176,3e-05,0.3522997200489044,0.2682392031594645,0.8424292206764221,0.9599999999999996,0.93433511509831
177,3e-05,0.3676029481860094,0.2934288635384291,0.8329418897628784,0.9699999999999996,0.9265621436639012
178,3e-05,0.3719437937865885,0.2661042585023097,0.8714656829833984,0.8299999999999996,0.9652741981236916
179,3e-05,0.3515673316726388,0.261589025327703,0.844837486743927,0.9399999999999996,0.9470566698586655
180,3e-05,0.3474532006553901,0.2802347486838698,0.8333239555358887,0.9499999999999996,0.9376377044409724
181,3e-05,0.3315685883510944,0.2424155764863826,0.8661717772483826,0.9599999999999996,0.9437372225900842
182,3e-05,0.360515412434127,0.2554326658602804,0.8759828805923462,0.8899999999999996,0.9590557669072156
183,3e-05,0.3522462770920391,0.2941006640088744,0.8356516361236572,0.9799999999999996,0.9185398371327392
184,3e-05,0.3452218844909076,0.2974391101393848,0.826132595539093,0.9699999999999996,0.926710196032768
185,3e-05,0.3423526068759519,0.2451719652628526,0.8658438324928284,0.9499999999999996,0.9464195445347588
186,3e-05,0.3436919264784155,0.2454207871051039,0.8603681325912476,0.8999999999999996,0.9577988955644732
187,3e-05,0.3458644024623457,0.2268157700193114,0.8744129538536072,0.9099999999999996,0.9572627440030294
188,3e-05,0.3388919742532478,0.2590242189937271,0.865343451499939,0.9499999999999996,0.943577931603938
189,3e-05,0.3620472870362821,0.2799366162682418,0.8241373300552368,0.9299999999999996,0.932923954147214
190,3e-05,0.3411710352398628,0.2453484106110409,0.8477897644042969,0.9499999999999996,0.9370810646098838
191,3e-05,0.3478788154762844,0.2671781751618255,0.8730762004852295,0.9099999999999996,0.9534857575629424
192,3e-05,0.3400442414274511,0.2365866424166597,0.8703790903091431,0.9399999999999996,0.9529666377204684
193,3e-05,0.3337529447189597,0.2478518679388798,0.8593764901161194,0.9499999999999996,0.9395666335108148
194,3e-05,0.3175434149050897,0.2466114287090022,0.8428130149841309,0.9499999999999996,0.9356056195403636
195,3e-05,0.3350918187882549,0.2849652017117478,0.8268699645996094,0.9699999999999996,0.9373279666039274
196,3e-05,0.3231266464373862,0.2866599238943308,0.8160947561264038,0.9599999999999996,0.9323550522508808
197,3e-05,0.3202073466639186,0.280089657130884,0.8283909559249878,0.9699999999999996,0.9254167509080204
198,3e-05,0.3272202241328336,0.2521550920151639,0.8523173332214355,0.9499999999999996,0.9456269902924996
199,3e-05,0.3289994141159131,0.2440737623779569,0.8506421446800232,0.9499999999999996,0.9446092002565184
200,3e-05,0.3251155982183855,0.2488300569471903,0.8607682585716248,0.9499999999999996,0.9450683228758192
201,3e-05,0.3315681987261587,0.3008519188617356,0.8407081365585327,0.9599999999999996,0.9453566841676267
202,3e-05,0.3231987978598868,0.2463923051953315,0.872399091720581,0.9599999999999996,0.94322296895303
203,3e-05,0.3185105752344279,0.2584227899380494,0.875579833984375,0.9699999999999996,0.9482695715595784
204,3e-05,0.3393887910963029,0.2595256773754954,0.8568627238273621,0.9499999999999996,0.9391009453762648
205,3e-05,0.3237005002045816,0.2731165881385095,0.8444255590438843,0.9699999999999996,0.9344755591936236
206,3e-05,0.3263966338348019,0.26796229386091,0.8592652678489685,0.8999999999999996,0.9584262691672012
207,3e-05,0.3254385284444158,0.2338401514891302,0.8720046281814575,0.9299999999999996,0.9491102278562068
208,3e-05,0.307600271794223,0.2685918821254745,0.834809422492981,0.9499999999999996,0.939335952201504
209,3e-05,0.3092989520740139,0.2522583374578971,0.8695757389068604,0.9099999999999996,0.9595029750473733
210,3e-05,0.3149892289278119,0.2184500480885617,0.8872281312942505,0.9199999999999996,0.9572903577877536
211,3e-05,0.3165715769972912,0.2559667637659004,0.8539537787437439,0.9399999999999996,0.947510057307293
212,3e-05,0.3192647901154303,0.2301860812804079,0.8844279050827026,0.9599999999999996,0.9458436522957192
213,3e-05,0.3098729643248772,0.2205231119005475,0.8911823034286499,0.9299999999999996,0.9619912473957594
214,3e-05,0.3146963825290517,0.251157072361093,0.8523150682449341,0.9599999999999996,0.9381213898114404
215,3e-05,0.3009799601033676,0.2412068131903652,0.8617702126502991,0.9599999999999996,0.9462002563254396
216,3e-05,0.3100556527921396,0.2434601565357297,0.8492807149887085,0.9399999999999996,0.9523027675770912
217,3e-05,0.316190846091093,0.2442010040365858,0.8613093495368958,0.9199999999999996,0.9510732203639884
218,3e-05,0.3060232585714769,0.2437702745315619,0.8673489689826965,0.9599999999999996,0.9450261297851744
219,3e-05,0.3078737962384557,0.2191786676412448,0.8801679015159607,0.9499999999999996,0.947796410323848
220,3e-05,0.3124237520288127,0.247840852336958,0.8638487458229065,0.9399999999999996,0.9507288397788348
221,3e-05,0.3023503472407658,0.2463789797882782,0.8746886253356934,0.9499999999999996,0.9468390423384976
222,3e-05,0.3054123716067898,0.2439085732126841,0.8519137501716614,0.9599999999999996,0.934626276389268
223,3e-05,0.2967207201922586,0.2104583465552423,0.8858357667922974,0.9299999999999996,0.960549131971298
224,3e-05,0.2859580791735834,0.2511441612659837,0.8931794166564941,0.8699999999999996,0.9684495709532336
225,3e-05,0.3091136595999548,0.219667925676913,0.88225257396698,0.9399999999999996,0.9551343391316488
226,3e-05,0.3070868941009507,0.2566698739654384,0.8615280389785767,0.9599999999999996,0.9451414704398295
227,3e-05,0.3179447730613309,0.2981563285778975,0.8473846912384033,0.9799999999999996,0.9297424213195412
228,3e-05,0.308797828679861,0.2350711566978134,0.8676013350486755,0.9599999999999996,0.948808156223732
229,3e-05,0.2858898468719896,0.2214089004904963,0.8818165063858032,0.9599999999999996,0.9468806368086344
230,3e-05,0.303001656204231,0.2252850301563739,0.8823990821838379,0.9299999999999996,0.957791692808038
231,3e-05,0.306249488809312,0.2393581099451694,0.8850238919258118,0.9099999999999996,0.9639736661045428
232,3e-05,0.3000214493782945,0.2226622004527598,0.8937830924987793,0.9499999999999996,0.9571912957488482
233,3e-05,0.2832303449164989,0.2388983666751301,0.86930251121521,0.9599999999999996,0.9405537587285144
234,3e-05,0.2952231387066286,0.2174562208965653,0.8737860918045044,0.9299999999999996,0.9563681539296636
235,3e-05,0.2946459201648254,0.2251293769513722,0.8555746078491211,0.9299999999999996,0.9494302774142608
236,3e-05,0.2829145859609278,0.2163932688417844,0.8822141885757446,0.9399999999999996,0.9593316344097108
237,3e-05,0.2892544902572336,0.2269601509673521,0.8847894072532654,0.9399999999999996,0.9605561802450212
238,3e-05,0.2826360072507414,0.2148428831307683,0.896263062953949,0.9199999999999996,0.966005924798202
239,3e-05,0.3220653257859769,0.2508277802116936,0.8514158725738525,0.9499999999999996,0.948175897105245
240,3e-05,0.3012272640485172,0.2361088877354632,0.8771583437919617,0.9399999999999996,0.9513430437303868
241,3e-05,0.2848533692285996,0.2262568298290716,0.8937463760375977,0.9499999999999996,0.9570803578514776
242,3e-05,0.2769001439329265,0.228892847005045,0.8784864544868469,0.9499999999999996,0.9522058296754724
243,3e-05,0.2881777113260225,0.2141294430621201,0.8926902413368225,0.9499999999999996,0.9595290246946409
244,3e-05,0.2790537791889767,0.2295673566433834,0.8869178891181946,0.9199999999999996,0.961679868179902
245,3e-05,0.2790564903917238,0.3358912218827754,0.8109169602394104,0.9799999999999996,0.9251965744231084
246,3e-05,0.3053073767543763,0.2434431148692965,0.871880054473877,0.9599999999999996,0.9436184060744148
247,3e-05,0.2835379285636798,0.2226806202321313,0.8813884854316711,0.9099999999999996,0.9640391667743218
248,3e-05,0.2954067620196083,0.2191520910488179,0.8886972069740295,0.9299999999999996,0.9550110233069998
249,3e-05,0.2933986869662307,0.2120983466214966,0.8903713226318359,0.9599999999999996,0.9524615758047632
250,3e-05,0.2722754356010939,0.1915479735471308,0.9064010381698608,0.9299999999999996,0.9625506679156594
251,3e-05,0.2734859534936358,0.2276862727041589,0.86905437707901,0.9499999999999996,0.9545965075707148
252,3e-05,0.2776680053897606,0.1935406799137126,0.8984743356704712,0.9299999999999996,0.9610563566449676
253,3e-05,0.2689710714558298,0.2115068950661225,0.9054646492004396,0.9399999999999996,0.9655816187200604
254,3e-05,0.3036251395016677,0.19947643748892,0.902281939983368,0.9299999999999996,0.96019416932039
255,3e-05,0.2974692958500958,0.1886792113946285,0.9034366011619568,0.9099999999999996,0.9634745710835784
256,3e-05,0.2670906797166942,0.1971376520436024,0.9015473127365112,0.9399999999999996,0.9642992384195416
257,3e-05,0.2760964770649755,0.2061541052433312,0.8870786428451538,0.9499999999999996,0.9528132170773688
258,3e-05,0.2718046443868977,0.1834095539350528,0.9058135747909546,0.9299999999999996,0.9655697428615952
259,3e-05,0.2701269645792569,0.2388206058836658,0.8840135335922241,0.9499999999999996,0.9527911453599284
260,3e-05,0.2676128769336744,0.2236553053633542,0.890771746635437,0.9599999999999996,0.9481755108984656
261,3e-05,0.2685246885746948,0.2335026167682372,0.8859474062919617,0.9599999999999996,0.95162437605881
262,3e-05,0.2612752513599026,0.2483102445985423,0.8826640844345093,0.8999999999999996,0.9643796273606648
263,3e-05,0.2781882768915605,0.2457672543125227,0.9025765657424928,0.8899999999999996,0.9690548728385212
264,3e-05,0.266845574905706,0.2458258166676387,0.8834525346755981,0.9799999999999996,0.9499451296718228
265,3e-05,0.2701830324507498,0.3033876658300869,0.8381853103637695,0.9799999999999996,0.9262561327222768
266,3e-05,0.276378035660862,0.2142521796602522,0.8940086960792542,0.9499999999999996,0.955084286733044
267,3e-05,0.2660723898068879,0.2233950660418486,0.8781040906906128,0.9599999999999996,0.952843611550904
268,3e-05,0.2597846205151358,0.2282129420083947,0.8868249654769897,0.9599999999999996,0.9581093671943988
269,3e-05,0.2705043796883073,0.2382117756584193,0.8847408294677734,0.9599999999999996,0.9495537284112824
270,3e-05,0.2779307594132978,0.197566074563656,0.9004583954811096,0.9499999999999996,0.9582240899182072
