train_loss,val_loss,fbeta_0.20,fbeta_0.25,fbeta_0.30,fbeta_0.35,fbeta_0.40,fbeta_0.45,fbeta_0.50,fbeta_0.55,fbeta_0.60,fbeta_0.65,fbeta_0.70,fbeta_0.75,fbeta_0.80,fbeta_0.85,fbeta_0.90,fbeta_0.95,epoch
0.6863151292006174,0.71291384100914,0.1608529537916183,0.1608529537916183,0.1608529537916183,0.1608529537916183,0.1608529537916183,0.2005523741245269,0.0023375723976641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.6777280668417612,0.695041298866272,0.1609334647655487,0.1609334647655487,0.1609334647655487,0.1609334647655487,0.203857347369194,0.239790141582489,0.187595933675766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.6681039035320282,0.6762365102767944,0.1608608663082122,0.1608608663082122,0.1608608663082122,0.1993123590946197,0.2251663506031036,0.2485609352588653,0.1841067522764206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.6685400803883871,0.652959942817688,0.1609755009412765,0.1964023858308792,0.2158497273921966,0.2313051670789718,0.2402694672346115,0.2498910576105117,0.2367045730352401,0.0697464942932128,0.0015056668780744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.6708917816480001,0.7113143503665924,0.1613169014453888,0.1613169014453888,0.1616206616163253,0.1845630556344986,0.2191850692033767,0.238283485174179,0.2460304647684097,0.24211286008358,0.1097579151391983,0.003228964516893,0.0,0.0,0.0,0.0,0.0,0.0,5
0.6617132425308228,0.7218091189861298,0.1615682542324066,0.1707257479429245,0.1903395652770996,0.2024790495634079,0.2191653698682785,0.2293410748243332,0.2364641427993774,0.2441100031137466,0.2324652671813964,0.2093540728092193,0.0005891195614822,0.0,0.0,0.0,0.0,0.0,6
0.668720672527949,0.7028253674507141,0.1615171134471893,0.1911303699016571,0.2067586928606033,0.2230586409568786,0.2317110449075698,0.2375883013010025,0.241209402680397,0.2415477484464645,0.2255494743585586,0.2093086838722229,0.0254066623747348,0.0,0.0,0.0,0.0,0.0,7
0.6597528656323751,0.6663859188556671,0.1592493057250976,0.1536796987056732,0.1663081794977188,0.1966706812381744,0.2050082683563232,0.1957763433456421,0.1649073213338852,0.1291049718856811,0.0518558993935585,3.22676423820667e-05,0.0,0.0,0.0,0.0,0.0,0.0,8
0.6604144871234894,0.6589993238449097,0.1120503395795822,0.0923336371779441,0.1203022450208664,0.1318366676568985,0.1225682199001312,0.0660004541277885,0.0102970488369464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
0.6531448463598887,0.630239725112915,0.1608922332525253,0.150917649269104,0.1371962875127792,0.1222856342792511,0.0648224726319313,0.0117847770452499,0.0011883546831086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.6550784011681875,0.615901529788971,0.1880840212106704,0.1688338220119476,0.1590912640094757,0.1317142099142074,0.071756824851036,0.005880145356059,0.0001876330788945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0.6656571726004282,0.7512573003768921,0.080960638821125,0.0571458525955677,0.0199593920260667,0.0058524361811578,0.0009118143352679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0.6563989222049713,1.1243097186088562,0.0021425341255962,0.0005337728071026,4.811054895981215e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
0.6587129135926565,0.6951680779457092,0.0983007103204727,0.0993699133396148,0.0866940543055534,0.059991642832756,0.0115718310698866,0.0022050512488931,0.0006863578455522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
0.6622380415598551,0.6656314730644226,0.159693032503128,0.1910838633775711,0.207748681306839,0.2114935368299484,0.2183460146188736,0.2228735983371734,0.2247636318206787,0.2257502079010009,0.2223319560289383,0.2060606628656387,0.1669795513153076,0.1137439310550689,0.0441136993467807,0.0049863518215715,0.0,0.0,15
0.6607151627540588,1.5641115307807922,0.0003643633681349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
0.6600156525770823,2.4629180431365967,0.1623859107494354,0.1627508401870727,0.1633623391389846,0.1636788845062255,0.1640317142009735,0.1643732339143753,0.1690530329942703,0.188520535826683,0.2051438093185424,0.2128067463636398,0.2188426852226257,0.2245885133743286,0.2291527241468429,0.2328490018844604,0.2362515479326248,0.2407336086034774,17
0.663127621014913,0.7357008457183838,0.1529201120138168,0.1596832871437072,0.1655146330595016,0.168908804655075,0.1690677255392074,0.1674962192773819,0.1595201939344406,0.1447721272706985,0.1232994645833969,0.0940696150064468,0.0602061562240123,0.0385412909090518,0.0238664969801902,0.0102508217096328,0.0007601695251651,0.0,18
0.6582063138484955,2.2508232593536377,0.1612878590822219,0.1619006693363189,0.1626794338226318,0.1632880866527557,0.1654216945171356,0.1859166920185089,0.1985132396221161,0.2099791318178177,0.2180280089378357,0.2225402295589447,0.2264377772808075,0.2306243330240249,0.2333402931690216,0.2358152568340301,0.2387962490320205,0.2430088222026825,19
0.6566648185253143,1.022775650024414,0.1611712425947189,0.1972618103027343,0.2152239978313446,0.2265795320272445,0.2340372651815414,0.2374294400215149,0.2392545193433761,0.2404183894395828,0.2412180751562118,0.2420940846204757,0.2432709485292434,0.2447218000888824,0.2465258836746215,0.2502399682998657,0.2594678997993469,0.32200887799263,20
