epoch,lr,loss_train,loss_val,fbeta_0.20,fbeta_0.25,fbeta_0.30,fbeta_0.35,fbeta_0.40,fbeta_0.45,fbeta_0.50,fbeta_0.55,fbeta_0.60,fbeta_0.65,fbeta_0.70,fbeta_0.75,fbeta_0.80,fbeta_0.85,fbeta_0.90,fbeta_0.95,accuracy
1,4.000000000000002e-06,0.8917333885680797,0.9660888793675796,0.1371255218982696,0.1371289044618606,0.1375792324542999,0.152156576514244,0.211584985256195,0.2278833836317062,0.2355580627918243,0.2331251353025436,0.2023054808378219,0.1494786590337753,0.0833768248558044,0.0156468302011489,0.0003096614673268,0.0,0.0,0.0,0.6270570483413095
2,4.654657436669327e-06,0.7848247197247291,0.9577586352825164,0.1371258944272995,0.1371366381645202,0.1772094964981079,0.2124174982309341,0.2288185805082321,0.2272008210420608,0.2073645889759063,0.1516680717468261,0.0918473750352859,0.0357615463435649,0.0028351119253784,8.597824489697814e-05,1.0299409950675908e-05,0.0,0.0,0.0,0.8190909928275608
3,6.600772398369546e-06,0.7434893980506778,0.9262841408667356,0.1371277719736099,0.1372224241495132,0.1977239698171615,0.2255426049232483,0.2348168641328811,0.2395562827587127,0.2433991283178329,0.2097931653261184,0.1356456875801086,0.0565301887691021,0.0102129066362977,0.0011159982532262,0.0,0.0,0.0,0.0,0.7624428196725237
4,9.785259942088528e-06,0.7168293026990669,0.8965944168360337,0.1371342986822128,0.137573093175888,0.2158864736557006,0.2295728027820587,0.2366362959146499,0.2435467392206192,0.2591987252235412,0.2785777151584625,0.2331500798463821,0.100768856704235,0.0127855231985449,0.0002927101159002,0.0,0.0,0.0,0.0,0.7111407331710878
5,1.4121255548973104e-05,0.6827449382737626,0.8685731019662775,0.137140616774559,0.1462478190660476,0.2235903441905975,0.2306710183620453,0.2384035736322403,0.2558887004852295,0.2906129062175751,0.3142034113407135,0.3111337125301361,0.2770929038524627,0.2111802846193313,0.1074878722429275,0.0320835001766681,0.0111027332022786,0.0042904829606413,0.0012578286696225,0.760320478247579
6,1.9490484561964424e-05,0.6587788157684858,0.8844416880089304,0.1373156309127807,0.2043089419603347,0.2338031530380249,0.2587538063526153,0.2910545766353607,0.3120592534542084,0.3267073631286621,0.3298400044441223,0.3241225481033325,0.3115792870521545,0.289597600698471,0.2514567971229553,0.2041324228048324,0.1497843414545059,0.0803203955292701,0.0188427120447158,0.8586835215029314
7,2.5746488410123496e-05,0.6336618209070013,0.9057899713516236,0.1405179500579834,0.2202811986207962,0.2395267188549041,0.2523513734340668,0.270771861076355,0.2821257710456848,0.275642454624176,0.2243970334529876,0.1473848819732666,0.0928675457835197,0.0582456290721893,0.0333543121814727,0.0154634099453687,0.0054525914601981,0.0022498997859656,6.460852455347776e-05,0.8783454438124171
8,3.271861961665747e-05,0.6002929404724476,0.9011423646107964,0.1713949143886566,0.2263348549604416,0.2304071485996246,0.2343152165412902,0.2381516546010971,0.2365318834781646,0.1935361474752426,0.1101908758282661,0.0639438703656196,0.0459050834178924,0.0334866493940353,0.021914005279541,0.0142123335972428,0.0100686429068446,0.007013305556029,0.0025843728799372,0.853172138347765
9,4.021669661724164e-05,0.5819366671318231,0.9265842541404392,0.1473292261362075,0.2289470434188842,0.2348470538854599,0.241113856434822,0.2663938403129577,0.2904450595378876,0.2990578711032867,0.2843925356864929,0.2656516432762146,0.2427117824554443,0.2191392481327057,0.1941567361354828,0.172678992152214,0.1474853008985519,0.1159866973757743,0.0749113634228706,0.8859112346200392
10,4.8036191417328045e-05,0.5615980049898458,0.9642296731472016,0.2216226756572723,0.2266068309545517,0.2298936396837234,0.2398375421762466,0.2371239215135574,0.2281990796327591,0.2074027508497238,0.1865026205778122,0.167986050248146,0.150800883769989,0.1335128843784332,0.1160089373588562,0.0969514697790145,0.0766672119498252,0.0580575242638587,0.0332540124654769,0.8854116568406006
11,5.596380858267196e-05,0.5293686475402625,0.9915276020765303,0.2250484675168991,0.2308429330587387,0.2382549792528152,0.2064046561717987,0.1330319941043853,0.0385840572416782,0.0174072217196226,0.0097212251275777,0.006741838529706,0.0057713445276021,0.0049317493103444,0.0040938202291727,0.0032514026388525,0.002332825679332,0.0011862333631142,0.0,0.8969109443856444
12,6.378330338275835e-05,0.5135237468305485,0.8693626445272694,0.234155923128128,0.2442844808101654,0.262072205543518,0.2740920186042785,0.2812866568565368,0.2842828631401062,0.2850649356842041,0.2852003872394562,0.2844026982784271,0.2825760245323181,0.2782553136348724,0.270769327878952,0.2575207948684692,0.2341761887073516,0.1906561255455017,0.1217040121555328,0.7790561994588084
13,7.128138038334252e-05,0.4939469015875528,1.1616221517324448,0.2281907498836517,0.1918448060750961,0.1766183227300644,0.1253599524497985,0.0739039778709411,0.0455307699739933,0.0291521251201629,0.0190446339547634,0.0130382636561989,0.0093547292053699,0.0067595303989946,0.0052731041796505,0.0042147054336965,0.0029128948226571,0.0014133065706118,0.0,0.8971965056783017
14,7.825351158987648e-05,0.4762647315975307,0.7954289537409077,0.2370111942291259,0.2490084767341613,0.2634250223636627,0.2749582827091217,0.2832794785499573,0.2894435822963714,0.295899897813797,0.3051149249076843,0.3115222156047821,0.3155457973480224,0.3164564669132232,0.3108213543891907,0.2966364026069641,0.2705948650836944,0.2200880497694015,0.1307229399681091,0.7652580160596365
15,8.450951543803557e-05,0.4695078786029372,1.1233801848214606,0.2369793504476547,0.2186106741428375,0.2008368372917175,0.1733189672231674,0.1442704945802688,0.1206908896565437,0.0945257171988487,0.06941819190979,0.0493050962686538,0.0366925485432148,0.0282184015959501,0.0206847079098224,0.0149613562971353,0.0102337086573243,0.0058805206790566,0.002428984735161,0.8984598073639205
16,8.987874445102689e-05,0.4377519167208856,1.029223325135915,0.2371390759944915,0.2338605970144271,0.226138487458229,0.1989532560110092,0.1364524066448211,0.0724337846040725,0.0270134098827838,0.0120612746104598,0.0062036360614001,0.0037046391516923,0.0012909029610455,0.0,0.0,0.0,0.0,0.0,0.8973742187278233
17,9.421474005791148e-05,0.4310163756211598,0.8990494489021923,0.2416300922632217,0.2687280476093292,0.2999933660030365,0.3264269232749939,0.3385953903198242,0.3291892409324646,0.3120318651199341,0.2824568450450897,0.2315767705440521,0.1780678927898407,0.1268381923437118,0.0789427459239959,0.0368054956197738,0.0092025222256779,0.0027389049064368,9.363702702103184e-06,0.8857390636378014
18,9.739922760163046e-05,0.4225965849188871,0.957016519392314,0.2671736478805542,0.2805126011371612,0.2900573909282684,0.2935535609722137,0.2912987172603607,0.2867692708969116,0.2762829065322876,0.2626902163028717,0.2425287365913391,0.2196961492300033,0.1887874752283096,0.1531855911016464,0.1156533136963844,0.07593784481287,0.0481556691229343,0.0241777580231428,0.8757909949323878
19,9.934534256333068e-05,0.4061516112135362,1.256654748450155,0.2016391456127166,0.1670295149087906,0.0887603163719177,0.0404926910996437,0.0208531264215707,0.0076009640470147,0.0009918201249092,5.614485871774377e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968697940533039
20,0.0001,0.4097529340159985,1.0002496399633265,0.2770222127437591,0.2933719754219055,0.3051593899726867,0.3150990307331085,0.3207149803638458,0.3221973478794098,0.3221623003482818,0.3161763548851013,0.3034031391143799,0.2836498618125915,0.2558536529541015,0.2209551334381103,0.1834185421466827,0.1366017758846283,0.077610969543457,0.0342908911406993,0.8810098264521906
